customer_id,customer_fname,customer_lname,customer_city,customer_state,customer_zipcode
1826,Matthew,Smith,Caguas,PR,725
1827,Mary,Clark,Buffalo,NY,14221
1828,Doris,Alvarez,Saint Paul,MN,55112
1829,Mary,Cain,Caguas,PR,725
1830,Angela,Smith,Caguas,PR,725
1831,Jacob,Woods,Catonsville,MD,21228
1832,Mary,Valenzuela,Caguas,PR,725
1833,Ronald,Smith,Virginia Beach,VA,23455
1834,Jane,Nichols,Caguas,PR,725
1835,Mary,Smith,Buffalo,NY,14221
1836,Howard,Lee,Dallas,TX,75227
1837,Mary,Vega,Caguas,PR,725
1838,Angela,Smith,Ontario,CA,91764
1839,Mary,Soto,Silver Spring,MD,20904
1840,Jerry,Smith,Caguas,PR,725
1841,Douglas,Knight,Cleveland,OH,44118
1842,Mary,Smith,Caguas,PR,725
1843,Frank,Garcia,Lawton,OK,73505
1844,Teresa,Smith,Caguas,PR,725
1845,Mary,Jones,York,PA,17404
1846,Andrew,Harper,Pittsfield,MA,1201
1847,Mary,Smith,Caguas,PR,725
1848,Mary,Brown,Dallas,TX,75243
1849,John,Bray,Salinas,CA,93905
1850,Emily,Riggs,Detroit,MI,48235
1851,Mary,Smith,Caguas,PR,725
1852,Thomas,Crawford,Rome,NY,13440
1853,Mary,Austin,Caguas,PR,725
1854,Lauren,Mcguire,Folsom,CA,95630
1855,Mary,Smith,Santa Cruz,CA,95060
1856,Rebecca,Bruce,Caguas,PR,725
1857,Mary,Smith,San Sebastian,PR,685
1858,William,Greene,Caguas,PR,725
1859,Charles,Smith,Milwaukee,WI,53209
1860,Christopher,Osborn,Fresno,CA,93702
1861,Nancy,Smith,Caguas,PR,725
1862,Jerry,Wright,Los Angeles,CA,90023
1863,Mary,Brooks,Caguas,PR,725
1864,Deborah,Smith,Chicago,IL,60647
1865,Mary,Romero,Detroit,MI,48205
1866,Jessica,Huffman,Buffalo,NY,14221
1867,Cheryl,Smith,Caguas,PR,725
1868,Mary,Riddle,Far Rockaway,NY,11691
1869,Mark,Smith,Summerville,SC,29483
1870,Tiffany,Greer,Amarillo,TX,79109
1871,Mary,Mcknight,Caguas,PR,725
1872,Dorothy,Smith,Las Vegas,NV,89121
1873,Ronald,Scott,Caguas,PR,725
1874,Mary,Deleon,Los Angeles,CA,90063
1875,Daniel,Pham,Caguas,PR,725
1876,Austin,Smith,Salina,KS,67401
1877,Mary,Powers,Caguas,PR,725
1878,Amber,Smith,San Diego,CA,92117
1879,Mary,Frederick,Caguas,PR,725
1880,Sarah,Smith,Miami,FL,33165
1881,Anna,Wilson,Mesa,AZ,85201
1882,Jacob,Wood,Bronx,NY,10461
1883,Mary,Smith,Caguas,PR,725
1884,Joan,Sanders,Pacoima,CA,91331
1885,Mary,Norman,Columbia,SC,29223
1886,Mark,Smith,Caguas,PR,725
1887,Katherine,Jenkins,Mount Prospect,IL,60056
1888,Julia,Smith,Ypsilanti,MI,48197
1889,Mary,West,Smyrna,GA,30080
1890,Margaret,Smith,Caguas,PR,725
1891,Mary,Mora,Painesville,OH,44077
1892,Nicholas,Smith,Caguas,PR,725
1893,Mary,Wilson,Chino,CA,91710
1894,Michael,Flores,Pico Rivera,CA,90660
1895,George,Myers,Caguas,PR,725
1896,Donna,Smith,Chicago,IL,60614
1897,Patrick,Baker,Caguas,PR,725
1898,Mary,Hammond,Virginia Beach,VA,23452
1899,Susan,Smith,Norfolk,VA,23503
1900,Paul,Mercer,Caguas,PR,725
1901,Jacob,Smith,Chicago,IL,60625
1902,Alice,Murphy,Elyria,OH,44035
1903,Mary,Sullivan,Blacksburg,VA,24060
1904,Henry,Smith,Caguas,PR,725
1905,Mary,Hart,Chicago,IL,60651
1906,Raymond,Smith,Lutz,FL,33549
1907,Mary,Davis,Caguas,PR,725
1908,Beverly,Pugh,Caguas,PR,725
1909,Mary,Smith,Carson,CA,90745
1910,Helen,Price,Caguas,PR,725
1911,Mary,Smith,Fayetteville,NC,28314
1912,Robert,Nunez,Caguas,PR,725
1913,Ethan,Smith,Daly City,CA,94015
1914,Mary,Shannon,Moline,IL,61265
1915,David,Smith,Hialeah,FL,33016
1916,Jason,Robinson,Caguas,PR,725
1917,Mary,Nash,Moreno Valley,CA,92553
1918,Ralph,Smith,Santee,CA,92071
1919,Mary,Middleton,Fort Worth,TX,76106
1920,Stephanie,Archer,Caguas,PR,725
1921,Larry,Smith,Longmont,CO,80501
1922,Mary,Morris,New Albany,IN,47150
1923,Kathryn,Myers,Caguas,PR,725
1924,Mary,Ingram,Tucson,AZ,85706
1925,Edward,Smith,Moreno Valley,CA,92553
1926,Mary,Williams,Los Angeles,CA,90003
1927,Laura,Stevens,Los Angeles,CA,90043
1928,Timothy,Rojas,Caguas,PR,725
1929,Kathryn,Smith,San Antonio,TX,78227
1930,Mary,Hooper,Saint Paul,MN,55104
1931,John,Smith,Caguas,PR,725
1932,Shirley,Perez,Irving,TX,75060
1933,Eric,Smith,Brighton,MA,2135
1934,Christina,James,Caguas,PR,725
1935,Mary,Smith,Alpharetta,GA,30022
1936,Jane,Jennings,Caguas,PR,725
1937,Mary,Werner,El Paso,TX,79936
1938,Charles,Smith,Caguas,PR,725
1939,Edward,Garcia,Tracy,CA,95376
1940,Katherine,Smith,Albuquerque,NM,87112
1941,Mary,Santiago,Caguas,PR,725
1942,Joseph,Moran,Honolulu,HI,96818
1943,Harry,Schaefer,Baltimore,MD,21229
1944,Mary,Smith,Crystal Lake,IL,60014
1945,Michael,Mullins,Rego Park,NY,11374
1946,Diane,Smith,Caguas,PR,725
1947,Mary,Rogers,Conway,AR,72032
1948,Peter,Smith,Caguas,PR,725
1949,Sean,Luna,Washington,DC,20002
1950,Mary,Boyer,New Bedford,MA,2740
1951,Joseph,Hutchinson,Caguas,PR,725
1952,Ashley,Smith,Silver Spring,MD,20904
1953,Maria,Ortiz,Potomac,MD,20854
1954,Mary,Smith,Caguas,PR,725
1955,Arthur,West,Salem,OR,97301
1956,Mary,Clay,Caguas,PR,725
1957,Shirley,Smith,Chicago,IL,60638
1958,Mary,Ward,Lancaster,PA,17601
1959,Lauren,Hardy,Caguas,PR,725
1960,Victoria,Smith,Newark,DE,19711
1961,Mary,Holt,Cleveland,OH,44109
1962,Marie,Smith,Caguas,PR,725
1963,Mary,Wilson,Los Angeles,CA,90019
1964,Sara,Thompson,Bakersfield,CA,93309
1965,Mary,Boyd,Joliet,IL,60435
1966,Gregory,Dunn,Guayama,PR,784
1967,Benjamin,Smith,Caguas,PR,725
1968,Mary,Cooper,Carson,CA,90745
1969,Ethan,Alexander,La Crosse,WI,54601
1970,Mary,Smith,Caguas,PR,725
1971,Richard,Stokes,Seattle,WA,98115
1972,Marilyn,Smith,Caguas,PR,725
1973,Mary,Jones,Kent,WA,98031
1974,Joe,Moody,Wheaton,IL,60187
1975,Mary,Smith,Smyrna,GA,30080
1976,Jacqueline,Salazar,Caguas,PR,725
1977,Sara,Smith,Los Angeles,CA,90026
1978,Mary,White,Los Angeles,CA,90033
1979,Kimberly,Kramer,Caguas,PR,725
1980,Mary,Smith,Clearfield,UT,84015
1981,Betty,Romero,Caguas,PR,725
1982,Kathryn,Nolan,Washington,PA,15301
1983,Diana,Smith,Caguas,PR,725
1984,Mary,Williams,Caguas,PR,725
1985,Lisa,Hudson,San Antonio,TX,78250
1986,Mary,Smith,Phoenix,AZ,85022
1987,Brenda,Mccarthy,Caguas,PR,725
1988,Mary,Smith,Rio Grande,PR,745
1989,Richard,Leach,Caguas,PR,725
1990,Kathryn,Smith,Tempe,AZ,85282
1991,Lori,Wells,Caguas,PR,725
1992,Mary,Mann,Virginia Beach,VA,23462
1993,Diana,Smith,Caguas,PR,725
1994,Mary,Cox,Cleveland,OH,44105
1995,Janice,James,Caguas,PR,725
1996,Mary,Smith,Brooklyn,NY,11220
1997,Amy,Callahan,Hanford,CA,93230
1998,Mary,Smith,Greeley,CO,80631
1999,Sarah,Richard,Princeton,NJ,8540
2000,Mary,Vance,Caguas,PR,725
2001,Elizabeth,Smith,Wichita,KS,67212
2002,Amy,Perez,Caguas,PR,725
2003,Mary,Brooks,Lancaster,PA,17603
2004,Jeffrey,Mclaughlin,Guaynabo,PR,969
2005,Mary,Smith,Caguas,PR,725
2006,Richard,Jordan,Broken Arrow,OK,74012
2007,Mary,Schroeder,Warren,MI,48093
2008,Alexander,Smith,Caguas,PR,725
2009,Philip,Paul,Opa Locka,FL,33055
2010,Mary,Smith,San Antonio,TX,78240
2011,Ashley,Stanton,Caguas,PR,725
2012,Ethan,Smith,Fond Du Lac,WI,54935
2013,Mary,Fletcher,Saint Paul,MN,55124
2014,Nancy,Yates,Caguas,PR,725
2015,Mary,Smith,San Antonio,TX,78228
2016,Jonathan,Wilson,Caguas,PR,725
2017,Mary,Smith,Perth Amboy,NJ,8861
2018,Shirley,Bell,Caguas,PR,725
2019,Pamela,Smith,Brooklyn,NY,11236
2020,Mary,Caldwell,Caguas,PR,725
2021,Theresa,Smith,West Jordan,UT,84084
2022,Beverly,Garcia,Caguas,PR,725
2023,Mary,Fox,Brooklyn,NY,11206
2024,Harold,Bowman,Poway,CA,92064
2025,Mary,Fleming,Caguas,PR,725
2026,Robert,Smith,Colorado Springs,CO,80906
2027,Jennifer,Mills,Mission Viejo,CA,92692
2028,Cynthia,Smith,Caguas,PR,725
2029,Andrea,Sheppard,San Diego,CA,92104
2030,Rose,Smith,Caguas,PR,725
2031,Mary,French,Los Angeles,CA,90006
2032,Douglas,Smith,Caguas,PR,725
2033,Mary,Bates,Union City,NJ,7087
2034,Ruth,Smith,Fort Lauderdale,FL,33313
2035,Mary,Salas,Lockport,NY,14094
2036,Deborah,Smith,Caguas,PR,725
2037,Jacob,Clark,Rancho Cordova,CA,95670
2038,Tammy,Smith,Caguas,PR,725
2039,Mary,Key,Brentwood,NY,11717
2040,Susan,Smith,Caguas,PR,725
2041,Paul,Garcia,Saint Paul,MN,55124
2042,Sara,Castro,Caguas,PR,725
2043,Mary,Smith,Medina,OH,44256
2044,Cynthia,Smith,Caguas,PR,725
2045,Katherine,Lozano,Methuen,MA,1844
2046,Mary,Smith,Caguas,PR,725
2047,Megan,Kelly,Tracy,CA,95376
2048,Mary,Wolf,Greensboro,NC,27410
2049,Gary,Smith,Caguas,PR,725
2050,Mary,Jacobs,Doylestown,PA,18901
2051,Maria,Stanley,Philadelphia,PA,19145
2052,Mary,Anthony,Loveland,OH,45140
2053,Ronald,Smith,Caguas,PR,725
2054,Olivia,Davis,Palo Alto,CA,94303
2055,Mary,Smith,Caguas,PR,725
2056,Jeffrey,Melton,Chicago Heights,IL,60411
2057,Kathy,Smith,Bountiful,UT,84010
2058,Mary,Hernandez,Caguas,PR,725
2059,Charles,Riley,Loveland,OH,45140
2060,Johnny,Smith,Caguas,PR,725
2061,Mary,Russell,Memphis,TN,38109
2062,Sharon,Smith,Caguas,PR,725
2063,Mary,Morris,San Juan,PR,926
2064,David,Garrison,Dallas,TX,75216
2065,Wayne,Smith,Caguas,PR,725
2066,Mary,Garcia,Brooklyn,NY,11229
2067,Donald,Mcbride,Columbia,MO,65203
2068,Donna,Smith,Atlanta,GA,30331
2069,Alice,Ellison,Caguas,PR,725
2070,Mary,Smith,La Crosse,WI,54601
2071,Walter,Howard,Los Angeles,CA,90018
2072,Mary,Fisher,Caguas,PR,725
2073,Donna,Stephens,Sunnyvale,CA,94087
2074,Mary,Gross,Caguas,PR,725
2075,Sarah,Smith,Lansdale,PA,19446
2076,George,Brock,Hamilton,OH,45013
2077,Ann,Smith,Caguas,PR,725
2078,Roger,Morales,San Juan,PR,924
2079,Mary,Hunter,Bend,OR,97701
2080,Alice,Smith,Caguas,PR,725
2081,Mary,Williams,Rio Rancho,NM,87124
2082,Megan,Holland,Norcross,GA,30093
2083,Mary,Smith,Caguas,PR,725
2084,Edward,Wolfe,Compton,CA,90221
2085,Mary,Mahoney,Los Angeles,CA,90033
2086,Ruth,Smith,Caguas,PR,725
2087,Mary,Burton,San Benito,TX,78586
2088,Frank,Rhodes,Caguas,PR,725
2089,Mary,Smith,Atlanta,GA,30331
2090,Cynthia,Rosario,Caguas,PR,725
2091,Doris,Smith,Woonsocket,RI,2895
2092,Mary,Hunter,Caguas,PR,725
2093,Justin,Jennings,San Diego,CA,92117
2094,Mary,Smith,Portland,OR,97223
2095,Brenda,Bailey,Caguas,PR,725
2096,Jose,Tanner,Bronx,NY,10467
2097,Mary,Smith,Atlanta,GA,30318
2098,Sara,Davis,Raleigh,NC,27606
2099,Dylan,Preston,Caguas,PR,725
2100,Mary,Smith,Austin,TX,78753
2101,Patrick,Lopez,Caguas,PR,725
2102,Mary,Parks,Tustin,CA,92780
2103,Megan,Smith,Caguas,PR,725
2104,Mary,Ortega,Reynoldsburg,OH,43068
2105,George,Smith,Caguas,PR,725
2106,Mary,Grimes,Aurora,CO,80010
2107,Paul,Smith,Caguas,PR,725
2108,Rachel,Marshall,Elgin,IL,60123
2109,Mary,Smith,Caguas,PR,725
2110,Cynthia,Myers,Fullerton,CA,92833
2111,Joan,Smith,Caguas,PR,725
2112,Mary,Wallace,Virginia Beach,VA,23454
2113,David,Smith,Harvey,IL,60426
2114,Timothy,Vega,Los Angeles,CA,90024
2115,Mary,Brady,Caguas,PR,725
2116,Daniel,Smith,New Brunswick,NJ,8901
2117,Hannah,Wilcox,Caguas,PR,725
2118,Mary,Smith,Lakewood,NJ,8701
2119,Angela,Hale,Caguas,PR,725
2120,Jeremy,Smith,Brooklyn,NY,11214
2121,Mary,Dillon,Virginia Beach,VA,23456
2122,Jonathan,Smith,Victorville,CA,92392
2123,Mary,Ray,Caguas,PR,725
2124,Matthew,Montgomery,Toms River,NJ,8753
2125,Mary,Smith,Bend,OR,97701
2126,James,Pollard,Caguas,PR,725
2127,Joshua,Smith,Honolulu,HI,96816
2128,Mary,Weiss,Caguas,PR,725
2129,William,Charles,El Cajon,CA,92021
2130,Mary,Smith,Austin,TX,78745
2131,Evelyn,Green,Annandale,VA,22003
2132,Mary,Smith,Caguas,PR,725
2133,Rebecca,Roberts,Brooklyn,NY,11203
2134,Mary,Gibbs,Caguas,PR,725
2135,Melissa,Smith,El Centro,CA,92243
2136,Catherine,Turner,Caguas,PR,725
2137,Mary,Page,Moreno Valley,CA,92553
2138,Larry,Smith,Caguas,PR,725
2139,Mary,Ayers,Los Angeles,CA,90043
2140,Samuel,Smith,Caguas,PR,725
2141,Mary,Le,Elk Grove,CA,95758
2142,Mary,Smith,East Lansing,MI,48823
2143,Elizabeth,Herrera,Caguas,PR,725
2144,Mary,Trevino,Kenner,LA,70065
2145,Ashley,Smith,Tempe,AZ,85282
2146,Mary,Hall,Caguas,PR,725
2147,Joyce,Smith,Salina,KS,67401
2148,Jean,Mcguire,Caguas,PR,725
2149,Mary,Smith,Tucson,AZ,85746
2150,Andrea,Lawson,Caguas,PR,725
2151,Mary,Smith,Decatur,GA,30034
2152,Marie,Rodriguez,Caguas,PR,725
2153,Nathan,Price,Bakersfield,CA,93307
2154,Mary,Andrews,Laredo,TX,78040
2155,Joshua,Mckinney,Caguas,PR,725
2156,Mary,Smith,Livermore,CA,94550
2157,Danielle,Holt,Tustin,CA,92780
2158,Mary,Smith,Fontana,CA,92336
2159,Kimberly,Sweeney,North Richland Hills,TX,76180
2160,Stephen,Smith,Caguas,PR,725
2161,Mary,Mercer,Bellflower,CA,90706
2162,Margaret,Smith,Decatur,GA,30032
2163,Nicholas,Wright,Irving,TX,75061
2164,Ethan,Smith,Caguas,PR,725
2165,Mary,Clark,Louisville,KY,40214
2166,Rebecca,Smith,Caguas,PR,725
2167,Roger,Williams,Los Angeles,CA,90018
2168,Mary,Reynolds,Caguas,PR,725
2169,Betty,Ayala,San Marcos,CA,92069
2170,Nicholas,Smith,Troy,MI,48098
2171,Mary,Jones,Caguas,PR,725
2172,Gary,Gonzalez,West Haven,CT,6516
2173,Mary,Rogers,Caguas,PR,725
2174,Rachel,Fuentes,Brooklyn,NY,11204
2175,Mary,Smith,Austin,TX,78704
2176,Nicholas,Meyers,Caguas,PR,725
2177,Mary,Smith,Norwalk,CA,90650
2178,Martha,Young,Grove City,OH,43123
2179,Mary,Duncan,Caguas,PR,725
2180,Shirley,Smith,Stockbridge,GA,30281
2181,Christina,Smith,Caguas,PR,725
2182,Mary,Cook,Elk Grove,CA,95758
2183,Richard,Smith,Caguas,PR,725
2184,Randy,Johnson,Hollister,CA,95023
2185,Mary,Mitchell,Caguas,PR,725
2186,Nathan,Griffin,Los Angeles,CA,90011
2187,Mary,Smith,Westminster,CA,92683
2188,James,Patel,Tulare,CA,93274
2189,Ronald,Smith,Elmhurst,IL,60126
2190,Mary,Reyes,Caguas,PR,725
2191,Ronald,Reynolds,Watsonville,CA,95076
2192,Mary,Clay,Caguas,PR,725
2193,Catherine,Smith,Moline,IL,61265
2194,Mary,Murillo,Caguas,PR,725
2195,Walter,Smith,Dallas,TX,75228
2196,Mary,Jacobs,Pompano Beach,FL,33068
2197,Joseph,Smith,Caguas,PR,725
2198,Thomas,Friedman,Fort Lauderdale,FL,33312
2199,Cynthia,Smith,Caguas,PR,725
2200,Evelyn,Wilson,Fort Worth,TX,76116
2201,Benjamin,Ortiz,Caguas,PR,725
2202,Mary,Smith,Mesquite,TX,75149
2203,Evelyn,Davenport,Caguas,PR,725
2204,Mary,Smith,Hamtramck,MI,48212
2205,Wayne,Rodriguez,Caguas,PR,725
2206,Mary,Peters,Lancaster,CA,93536
2207,Lori,Wolfe,Caguas,PR,725
2208,Mary,Smith,Albuquerque,NM,87111
2209,Emma,Ramos,Caguas,PR,725
2210,Mary,Bryant,Saint Charles,MO,63301
2211,Debra,Harvey,Caguas,PR,725
2212,Mary,Smith,Des Plaines,IL,60016
2213,Henry,Castaneda,Chapel Hill,NC,27514
2214,Mary,Smith,Caguas,PR,725
2215,Karen,Ferguson,Hayward,CA,94544
2216,Rebecca,Smith,Fremont,CA,94539
2217,Mary,Martinez,Caguas,PR,725
2218,Jacqueline,Little,Escondido,CA,92027
2219,Mary,Chung,Gardena,CA,90247
2220,James,Smith,Caguas,PR,725
2221,Richard,Edwards,Englewood,CO,80110
2222,Paul,Cook,Caguas,PR,725
2223,Sharon,Hoffman,Virginia Beach,VA,23452
2224,Ann,Mercado,Caguas,PR,725
2225,Mary,Smith,San Diego,CA,92114
2226,Jonathan,Nash,Phoenix,AZ,85033
2227,Mary,Smith,Caguas,PR,725
2228,Carolyn,Woods,Aurora,CO,80015
2229,Mary,Hunt,Caguas,PR,725
2230,Rebecca,Smith,San Bernardino,CA,92404
2231,Mary,Freeman,Florissant,MO,63033
2232,Paul,Berry,Louisville,KY,40214
2233,Jack,Duke,Caguas,PR,725
2234,Mary,Smith,Chicago,IL,60640
2235,David,Shields,Albuquerque,NM,87120
2236,Jeffrey,Whitney,Caguas,PR,725
2237,Mary,Smith,West New York,NJ,7093
2238,Billy,Pittman,Caguas,PR,725
2239,Mary,Smith,Silver Spring,MD,20904
2240,Edward,West,Caguas,PR,725
2241,Katherine,Smith,Bolingbrook,IL,60440
2242,Mary,Johnson,Caguas,PR,725
2243,George,Mayer,Redmond,WA,98052
2244,Mary,Smith,Caguas,PR,725
2245,Megan,Johnson,Las Vegas,NV,89101
2246,Mary,Lewis,Ontario,CA,91764
2247,Alice,Werner,Laredo,TX,78040
2248,Mary,Smith,Caguas,PR,725
2249,Dorothy,Rivera,Los Angeles,CA,90026
2250,Amanda,Smith,New York,NY,10040
2251,Gregory,Manning,Caguas,PR,725
2252,Mary,Smith,Bronx,NY,10458
2253,Charles,Jacobs,Memphis,TN,38127
2254,Sarah,Smith,Caguas,PR,725
2255,Cheryl,Kline,Philadelphia,PA,19124
2256,Mary,Smith,San Jose,CA,95122
2257,Matthew,Burgess,Milwaukee,WI,53215
2258,Dorothy,Parrish,Caguas,PR,725
2259,Mary,Knapp,Bronx,NY,10461
2260,Laura,Haas,Caguas,PR,725
2261,Mary,Smith,Aguadilla,PR,603
2262,Jose,Walsh,Caguas,PR,725
2263,Mary,Smith,Parkville,MD,21234
2264,Melissa,Pearson,Laguna Niguel,CA,92677
2265,Mary,Smith,Caguas,PR,725
2266,Kevin,Garcia,Chino,CA,91710
2267,Rebecca,Tran,Glendale,AZ,85308
2268,Mary,Smith,Marietta,GA,30067
2269,Brittany,Garner,Riverside,CA,92504
2270,Mary,Smith,Caguas,PR,725
2271,Robert,Lee,Chicago,IL,60632
2272,Christopher,Richardson,Goose Creek,SC,29445
2273,Jacob,Smith,Caguas,PR,725
2274,Mary,Reed,South El Monte,CA,91733
2275,Lisa,Smith,Caguas,PR,725
2276,Mary,Williams,Bowling Green,KY,42101
2277,Ruth,Arnold,Caguas,PR,725
2278,Marie,Smith,Reynoldsburg,OH,43068
2279,Olivia,Burns,Caguas,PR,725
2280,Mary,Smith,Portland,OR,97229
2281,Michael,Estes,Caguas,PR,725
2282,Nancy,Smith,West Covina,CA,91790
2283,Doris,Reeves,Caguas,PR,725
2284,Mary,Shaffer,Philadelphia,PA,19140
2285,Mildred,Ochoa,Caguas,PR,725
2286,Mary,Smith,Baltimore,MD,21218
2287,David,Reed,Caguas,PR,725
2288,Kathleen,Griffin,Indio,CA,92201
2289,Kathy,Smith,Hilliard,OH,43026
2290,Joe,Wright,Endicott,NY,13760
2291,Mary,Mcdonald,Caguas,PR,725
2292,Ashley,Smith,San Benito,TX,78586
2293,Mary,Collier,Caguas,PR,725
2294,Jacob,Smith,San Diego,CA,92154
2295,Mary,Carlson,Clarksville,TN,37042
2296,Robert,Smith,Phoenix,AZ,85033
2297,Joseph,Mueller,Long Beach,CA,90804
2298,Elizabeth,Smith,Caguas,PR,725
2299,Dorothy,Miller,Phoenix,AZ,85008
2300,Patrick,Williamson,Caguas,PR,725
2301,Mary,Smith,Spring Valley,CA,91977
2302,Elizabeth,Lopez,Bakersfield,CA,93306
2303,Brittany,Smith,Chicago,IL,60615
2304,Mary,Oconnell,Caguas,PR,725
2305,Donna,Smith,Temecula,CA,92592
2306,Mary,Chen,Caguas,PR,725
2307,Sharon,Smith,Atlanta,GA,30331
2308,Mary,Morgan,Austin,TX,78753
2309,Evelyn,Gibson,Caguas,PR,725
2310,Mary,Reeves,Bayamon,PR,956
2311,Linda,Smith,Anaheim,CA,92802
2312,Scott,Shah,Caguas,PR,725
2313,Mary,Forbes,Scottsdale,AZ,85254
2314,Donald,Smith,Caguas,PR,725
2315,Paul,Shelton,Weslaco,TX,78596
2316,Heather,Smith,West Orange,NJ,7052
2317,Mary,Bridges,Santa Cruz,CA,95060
2318,Benjamin,Smith,Caguas,PR,725
2319,Mary,Holland,Jackson,MI,49201
2320,Katherine,Smith,Caguas,PR,725
2321,Mary,Patel,Houston,TX,77084
2322,Zachary,Smith,Walnut,CA,91789
2323,Mary,Nichols,Webster,NY,14580
2324,Zachary,Smith,Caguas,PR,725
2325,Mary,Johnson,Antioch,CA,94509
2326,Charles,Jones,Chicago,IL,60632
2327,Helen,Martin,West Chester,PA,19380
2328,Victoria,Stevens,Caguas,PR,725
2329,Mary,Smith,Valrico,FL,33594
2330,Sharon,Sellers,Corona,CA,92879
2331,Mary,Smith,San Sebastian,PR,685
2332,Christopher,Hart,Caguas,PR,725
2333,Kevin,Smith,Malden,MA,2148
2334,Mary,Morgan,Caguas,PR,725
2335,Harold,Howell,Riverside,CA,92507
2336,Kathy,Pratt,Caguas,PR,725
2337,Mary,Smith,El Paso,TX,79924
2338,Catherine,Stephenson,Lindenhurst,NY,11757
2339,Mary,Smith,Caguas,PR,725
2340,Margaret,Cooley,Greeley,CO,80631
2341,Mary,Smith,Caguas,PR,725
2342,Kyle,Welch,Washington,DC,20009
2343,Mary,Smith,Lawton,OK,73505
2344,Danielle,Reid,Caguas,PR,725
2345,Mary,Smith,New York,NY,10024
2346,Mary,Bishop,Mesquite,TX,75150
2347,Rose,Smith,Caguas,PR,725
2348,Mary,Welch,El Paso,TX,79927
2349,William,Smith,Caguas,PR,725
2350,Brian,Perez,West Haven,CT,6516
2351,Mary,Fuller,Houston,TX,77088
2352,Timothy,Waller,Caguas,PR,725
2353,Mary,Smith,Dallas,TX,75240
2354,David,Flores,Caguas,PR,725
2355,Ronald,Cole,Katy,TX,77450
2356,Mary,Henry,Irwin,PA,15642
2357,Pamela,Mathis,Caguas,PR,725
2358,Mary,Smith,Rio Rancho,NM,87124
2359,Emily,Hubbard,Philadelphia,PA,19131
2360,Denise,Smith,San Antonio,TX,78223
2361,Mary,Richards,Caguas,PR,725
2362,Samantha,Smith,Placentia,CA,92870
2363,Mary,Frazier,Caguas,PR,725
2364,Thomas,Whitney,Katy,TX,77450
2365,Sara,Smith,Caguas,PR,725
2366,Mary,Sampson,Lakewood,OH,44107
2367,Sean,Smith,Columbus,OH,43207
2368,Mary,Medina,Caguas,PR,725
2369,Deborah,Reid,Findlay,OH,45840
2370,Mary,Hurley,Poway,CA,92064
2371,Barbara,Smith,Baytown,TX,77520
2372,Melissa,Kemp,Caguas,PR,725
2373,Mary,Smith,Goose Creek,SC,29445
2374,Scott,Rosario,Caguas,PR,725
2375,Mary,Smith,Bronx,NY,10467
2376,David,Black,Milford,CT,6460
2377,Sandra,Castro,Carlisle,PA,17013
2378,Mary,Todd,Irwin,PA,15642
2379,Angela,Smith,Caguas,PR,725
2380,Mary,Roberts,Springfield,MO,65807
2381,Betty,Smith,Caguas,PR,725
2382,Mary,Holloway,Bronx,NY,10463
2383,Anthony,Smith,Westerville,OH,43081
2384,Mary,Mays,Caguas,PR,725
2385,Sharon,Smith,Costa Mesa,CA,92627
2386,Carl,Mayo,San Bernardino,CA,92404
2387,Mary,Smith,Cypress,CA,90630
2388,Teresa,Murphy,Caguas,PR,725
2389,Mary,Smith,Memphis,TN,38111
2390,Pamela,Smith,Caguas,PR,725
2391,Mary,Taylor,Westland,MI,48185
2392,Susan,Sanders,Caguas,PR,725
2393,Dorothy,Cross,Hesperia,CA,92345
2394,Mary,Smith,Rego Park,NY,11374
2395,Frances,Johnson,Caguas,PR,725
2396,Mary,Payne,Phoenix,AZ,85035
2397,Maria,Castro,Caguas,PR,725
2398,Mary,Smith,Dorchester Center,MA,2124
2399,Juan,Ross,Hyattsville,MD,20783
2400,Mary,Smith,Caguas,PR,725
2401,Grace,Miles,Union City,CA,94587
2402,Mary,Smith,Caguas,PR,725
2403,Christopher,Hall,Philadelphia,PA,19131
2404,Mary,Keller,Caguas,PR,725
2405,Emily,Smith,Aurora,IL,60506
2406,Mary,Adams,Caguas,PR,725
2407,Lisa,Smith,Lake Forest,CA,92630
2408,Rachel,Alvarez,Caguas,PR,725
2409,Patrick,Smith,Chicago,IL,60615
2410,Mary,Schwartz,Caguas,PR,725
2411,James,Smith,Richmond,KY,40475
2412,Edward,Soto,Caguas,PR,725
2413,Mary,Smith,Virginia Beach,VA,23454
2414,Lisa,Velasquez,Mesa,AZ,85201
2415,Mary,Smith,Caguas,PR,725
2416,Susan,Sullivan,Houston,TX,77088
2417,Mary,Mullins,Caguas,PR,725
2418,Helen,Smith,Enfield,CT,6082
2419,Rachel,Horn,Caguas,PR,725
2420,Mary,Smith,Weslaco,TX,78596
2421,Tyler,Obrien,Caguas,PR,725
2422,Mary,Sawyer,San Juan,PR,924
2423,Dennis,Smith,Caguas,PR,725
2424,Mary,Fernandez,Jacksonville,FL,32244
2425,Donna,Smith,Los Angeles,CA,90002
2426,Mary,Phillips,Caguas,PR,725
2427,Susan,Romero,Brooklyn,NY,11236
2428,Andrea,Smith,Carmichael,CA,95608
2429,Mary,Roberts,Newburgh,NY,12550
2430,Michelle,Smith,Dallas,TX,75287
2431,Olivia,Moore,Caguas,PR,725
2432,Mary,Moyer,Albuquerque,NM,87120
2433,James,Smith,Caguas,PR,725
2434,Betty,Gordon,Fayetteville,NC,28314
